University,Country,Total Score,Setting & Infrastructure,Energy & Climate Change,Waste,Water,Transportation,Education & Research,Rank,Year
"Bahauddin Zakariya University, Multan Pakistan",Pakistan,2800,375,575,450,425,600,375,691,2019
Southern Technical University,Iraq,2800,750,500,0,375,650,525,692,2019
Izmir University of Economics,Turkey,2800,600,500,450,100,700,450,693,2019
Swedish Defence University,Sweden,2775,75,675,600,300,750,375,694,2019
Prince Sattam bin Abdulaziz University,Saudi Arabia,2775,525,650,0,500,875,225,695,2019
Universiti Pendidikan Sultan Idris,Malaysia,2775,375,475,525,350,500,550,696,2019
Al-Ayen University,Iraq,2725,325,875,150,0,525,850,697,2019
Integral University,India,2725,375,650,150,150,725,675,698,2019
Shaheed Benazir Bhutto University Shaheed Benazirabad Sindh,Pakistan,2725,650,650,75,0,1125,225,699,2019
University of Mosul,Iraq,2700,900,650,75,0,700,375,700,2019
Ivan Franko National University of Lviv,Ukraine,2700,900,650,150,0,475,525,701,2019
Universidad AutÃ³noma De Coahuila,Mexico,2700,300,475,225,200,775,725,702,2019
Yugra State University,Russia,2700,600,425,300,0,700,675,703,2019
Amman Arab University,Jordan,2675,600,775,525,75,475,225,704,2019
Universitas Kuningan,Indonesia,2675,425,650,300,200,275,825,705,2019
Universitas PGRI Ronggolawe,Indonesia,2650,300,675,150,150,600,775,706,2019
University of Manouba,Tunisia,2650,475,525,375,150,425,700,707,2019
Telafer University,Iraq,2650,850,300,150,225,525,600,708,2019
University of Fallujah,Iraq,2625,725,650,300,300,425,225,709,2019
Universitas Muria Kudus,Indonesia,2625,850,400,375,50,250,700,710,2019
University of Kerbala,Iraq,2600,650,600,375,0,750,225,711,2019
Al-Mustafa University College,Iraq,2575,325,875,300,250,600,225,712,2019
Karakoram International University,Pakistan,2550,400,675,150,150,625,550,713,2019
University of Kirkuk,Iraq,2550,400,425,225,0,700,800,714,2019
Universidad Autonoma De La Ciudad De Mexico,Mexico,2550,450,425,300,200,950,225,715,2019
Al-Turath University College,Iraq,2525,625,925,0,50,425,500,716,2019
Universitas Negeri Malang,Indonesia,2525,275,825,600,200,325,300,717,2019
President University,Indonesia,2525,75,525,375,0,725,825,718,2019
"Hazara University Mansehra, Khyber Pakhtunkhwa (KP) Pakistan",Pakistan,2500,400,650,0,0,750,700,719,2019
Universitas Muhammadiyah Surakarta,Indonesia,2475,75,1175,0,100,850,275,720,2019
Foundation University,Philippines,2475,150,1025,300,100,500,400,721,2019
University of Kwazulu Natal,South Africa,2475,450,550,525,125,325,500,722,2019
Universitas Samudera,Indonesia,2475,650,375,150,200,425,675,723,2019
Al-Farabi University College,Iraq,2450,725,550,300,0,375,500,724,2019
Al Akhawayn University in Ifrane,Morocco,2450,250,375,375,375,600,475,725,2019
Universidad de Cartagena,Colombia,2425,75,475,300,75,950,550,726,2019
Al-Ameed University,Iraq,2400,425,275,450,250,475,525,727,2019
University of Thi-qar,Iraq,2375,525,750,375,0,425,300,728,2019
Universitas Lambung Mangkurat,Indonesia,2375,575,650,225,0,300,625,729,2019
Tomas Bata University,Czech Republic,2375,225,350,750,200,475,375,730,2019
InstituiÃ§Ã£o Toledo De Ensino,Brazil,2350,225,850,75,400,0,800,731,2019
Al-qalam University College,Iraq,2350,475,725,300,50,350,450,732,2019
Rajabhat Maha Sarakham University,Thailand,2300,250,700,225,250,500,375,733,2019
"Rubtsov industrial Institute (branch) of the Federal state budgetary educational institution of higher professional education "" Altai state technical University named after I. I. Polzunov""",Russia,2350,225,400,525,0,475,725,734,2019
Sekolah Tinggi Manajemen Ipmi,Indonesia,2275,425,325,450,200,275,600,735,2019
Ural State Forest Engineering University,Russia,2225,0,475,450,250,600,450,736,2019
University of Dhaka,Bangladesh,2225,825,425,150,50,400,375,737,2019
Vologda State University,Russia,2200,225,600,525,50,275,525,738,2019
Bacha Khan University Charsadda,Pakistan,2175,275,575,150,75,500,600,739,2019
Air University,Pakistan,2175,350,525,0,0,475,825,740,2019
University of Basrah,Iraq,2175,375,500,525,0,550,225,741,2019
Universite Abou Bekr Belkaid Tlemcen,Algeria,2150,275,450,0,0,675,750,742,2019
Alsafwa University College,Iraq,2150,525,200,450,250,175,550,743,2019
Technical And Vocational University,Iran,2125,450,775,75,200,475,150,744,2019
Universidad Autonoma Del Caribe,Colombia,2125,525,225,525,325,0,525,745,2019
Universitas Khairun,Indonesia,2100,350,750,525,200,100,175,746,2019
Universitas Islam Negeri Sumatera Utara Medan,Indonesia,2100,200,725,375,125,375,300,747,2019
Universitas Pendidikan Ganesha,Indonesia,2075,275,675,75,100,175,775,748,2019
Sekolah Tinggi Teknik Malang,Indonesia,2025,150,1175,75,150,300,175,749,2019
Universidad Central De Nicaragua,Nicaragua,2025,350,875,75,50,350,325,750,2019
Politeknik Negeri Malang,Indonesia,2000,400,950,0,50,275,325,751,2019
Institut Agama Islam Negeri Ponorogo,Indonesia,2000,525,675,75,0,725,0,752,2019
"University of Baltistan, Skardu",Pakistan,1975,700,300,225,150,375,225,753,2019
University of Mostar,Bosnia and Herzegovina,1950,300,225,600,0,600,225,754,2019
Budapest Metropolitan University,Hungary,1925,525,500,375,0,400,125,755,2019
Aga Khan University,Pakistan,1925,450,500,450,325,200,0,756,2019
American University In Bulgaria,Bulgaria,1925,200,350,225,100,750,300,757,2019
Ahl Al Bayt University,Iraq,1900,575,575,150,100,375,125,758,2019
Northern Technical University,Iraq,1900,250,450,0,150,825,225,759,2019
Medical University - Sofia,Bulgaria,1900,325,300,375,200,475,225,760,2019
Jabir ibn Hayyan Medical University,Iraq,1775,625,500,225,0,425,0,761,2019
Pakistan Institute of Fashion and Design,Pakistan,1700,375,425,300,250,200,150,762,2019
Tamil Nadu Dr M G R Medical University,India,1650,75,600,375,350,250,0,763,2019
Institut Kesenian Jakarta - LPKJ,Indonesia,1625,725,275,375,0,175,75,764,2019
Ibn Sina University of Medical and Pharmaceutical Sciences,Iraq,1575,425,600,0,0,250,300,765,2019
Universitas Kristen Indonesia,Indonesia,1575,850,425,0,0,75,225,766,2019
Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,Indonesia,1550,575,150,300,100,225,200,767,2019
Russian State Social University,Russia,1475,475,150,225,0,0,625,768,2019
Madenat Al-elem University College,Iraq,1300,600,600,0,0,100,0,769,2019
BRI Instittute,Indonesia,1175,400,300,75,0,175,225,770,2019
Prince of Songkla University Phuket Campus,Thailand,1175,1025,150,0,0,0,0,771,2019
Virtual University of Pakistan,Pakistan,1125,75,150,0,0,725,175,772,2019
University of Education,Pakistan,1100,550,150,0,0,325,75,773,2019
Al-Qasim Green University,Iraq,1050,125,75,0,50,75,725,774,2019
University of Applied Science and Technology,Iran,1025,75,150,450,50,300,0,775,2019
Basrah University College,Iraq,975,125,350,0,0,350,150,776,2019
"International Islamic University, Islamabad",Pakistan,900,225,300,0,75,150,150,777,2019
Universidad Peruana Cayetano Heredia,Peru,875,150,175,300,0,100,150,778,2019
Shah Abdul Latif University,Pakistan,825,400,50,0,0,150,225,779,2019
University of Information Technology and Communications,Iraq,550,150,250,0,0,150,0,780,2019
